Company,Company Type,"Invests in(Preseed, Seed, Series A ...)",Company Thesis,Sector,Cheque Size,Website,Company Linkedin,Notes,Investment Criteria (evaluation),Process / Extra Notes,Detailed Writeup (~200 words),Data Confidence,India relevance,Source,Wave,Status
ConsumerX Ventures,VC,"Seed, Series A",,,,https://consumerx.vc,,SEBI AIF2; IN/AIF2/26-27/2184,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Dezerv,VC,"Seed, Series A",,,,https://dezerv.in,,SEBI AIF1; IN/AIF1/22-23/1066,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Disruption Fund,VC,"Seed, Series A",,,,https://disruption.fund,,SEBI AIF1; IN/AIF1/24-25/1570,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Ekamya,VC,"Seed, Series A",,,,https://ekamya.com,,SEBI AIF1; IN/AIF1/24-25/1768,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Equanimity Ventures,VC,"Seed, Series A",,,,https://equanimity.vc,,"SEBI AIF2; IN/AIF2/21-22/0993, IN/AIF2/25-26/2019",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Equentis,Angel,"Pre-Seed, Seed",,,,https://equentis.com,,"SEBI AIF1; IN/AIF1/23-24/1419, IN/AIF2/25-26/1838",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Equirus Ventures,VC,"Seed, Series A",,,,https://equirus.vc,,SEBI AIF1; IN/AIF1/23-24/1398,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Faering Capital,PE,"Series B, Series C+",,,,https://faeringcapital.com,,"SEBI AIF2; IN/AIF1/25-26/1886, IN/AIF2/21-22/0906, IN/AIF2/21-22/0921 (+1)",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
FBC Fund,VC,"Seed, Series A",,,,https://fbcfund.com,,SEBI AIF1; IN/AIF1/21-22/0954,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
First and Fast Capital,VC,"Seed, Series A",,,,https://firstandfast.vc,,SEBI AIF1; IN/AIF1/26-27/2266,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
First Assetz,VC,"Seed, Series A",,,,https://firstassetz.com,,SEBI AIF1; IN/AIF1/26-27/2195,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
FirstPort Capital,VC,"Seed, Series A",,,,https://firstport.vc,,"SEBI AIF1; IN/AIF1/21-22/0874, IN/AIF1/24-25/1684, IN/AIF2/22-23/1065",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Fundalogical Ventures,VC,"Seed, Series A",,,,https://fundalogical.com,,SEBI AIF2; IN/AIF2/23-24/1356,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Fundamental Ventures,VC,"Seed, Series A",,,,https://fundamentalvc.in,,SEBI AIF1; IN/AIF1/21-22/1019,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
GetFive,VC,"Seed, Series A",,,,https://getfive.in,,SEBI AIF1; IN/AIF1/24-25/1668,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Gnan Circle,VC,"Seed, Series A",,,,https://gnancircle.com,,SEBI AIF1; IN/AIF1/25-26/2090,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Green Marble VC,VC,"Seed, Series A",,,,https://greenmarble.vc,,SEBI AIF2; IN/AIF2/25-26/2071,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
GrowthAlly Capital,VC,"Seed, Series A",,,,https://growthally.org,,SEBI AIF1; IN/AIF1/25-26/1984,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Hegd Investments,PE,"Series B, Series C+",,,,https://hegdinvst.com,,SEBI AIF2; IN/AIF2/25-26/2032,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
IKP Venture,VC,"Seed, Series A",,,,https://ikpimc.in,,SEBI AIF1; IN/AIF1/18-19/0632,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
InCred Ventures,Angel,"Pre-Seed, Seed",,,,https://incred.com,,SEBI AIF1; IN/AIF1/23-24/1261,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Incube8 Ventures,VC,"Seed, Series A",,,,https://incube8.vc,,SEBI AIF2; IN/AIF2/26-27/2269,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Induckt VC,VC,"Seed, Series A",,,,https://inducktvc.com,,SEBI AIF1; IN/AIF1/23-24/1320,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Indusbridge Ventures,VC,"Seed, Series A",,,,https://indusbridgeventures.com,,SEBI AIF2; IN/AIF2/24-25/1682,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Infinyte Club,Angel,"Pre-Seed, Seed",,,,https://infinyte.club,,SEBI AIF1; IN/AIF1/23-24/1458,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
IXP Lifesciences,VC,"Seed, Series A",,,,https://ixplifesciences.com,,SEBI AIF1; IN/AIF1/24-25/1664,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
J4S Alliance,VC,"Seed, Series A",,,,https://j4salliance.com,,SEBI AIF1; IN/AIF1/24-25/1533,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Jamwant Ventures,VC,"Seed, Series A",,,,https://jamwantventures.com,,SEBI AIF2; IN/AIF2/26-27/2132,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Lavni Ventures,VC,"Seed, Series A",,,,https://lavni.co.in,,SEBI AIF2; IN/AIF2/24-25/1623,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
LongView Ventures,VC,"Seed, Series A",,,,https://longview-ventures.com,,SEBI AIF1; IN/AIF1/23-24/1412,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Makia Capital,VC,"Seed, Series A",,,,https://makiacapital.com,,SEBI AIF1; IN/AIF1/24-25/1666,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Mela Ventures,VC,"Seed, Series A",,,,https://melaventures.in,,"SEBI AIF2; IN/AIF2/20-21/0801, IN/AIF2/25-26/1948",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Merisis Ventures,VC,"Seed, Series A",,,,https://merisis.in,,SEBI AIF1; IN/AIF1/21-22/0902,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Morphosis Ventures,VC,"Seed, Series A",,,,https://morphosisvc.in,,SEBI AIF1; IN/AIF1/23-24/1395,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Navam Capital,VC,"Seed, Series A",,,,https://navamcapital.com,,SEBI AIF2; IN/AIF2/22-23/1244,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Naya Ventures,VC,"Seed, Series A",,,,https://nayaventures.com,,SEBI AIF2; IN/AIF2/20-21/0819,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Negen Capital,Angel,"Pre-Seed, Seed",,,,https://negencapital.com,,SEBI AIF1; IN/AIF1/23-24/1264,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
New Leaf,VC,"Seed, Series A",,,,https://newleafia.com,,SEBI AIF2; IN/AIF2/20-21/0800,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
NilaCap,VC,"Seed, Series A",,,,https://nilacap.com,,SEBI AIF2; IN/AIF2/24-25/1641,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
OnePoint44,VC,"Seed, Series A",,,,https://onepoint44.com,,SEBI AIF1; IN/AIF1/26-27/2148,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
PanIIT Alumni,VC,"Seed, Series A",,,,https://paniit.org,,SEBI AIF1; IN/AIF1/19-20/0693,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Pangram Ventures,VC,"Seed, Series A",,,,https://pangram.vc,,SEBI AIF2; IN/AIF2/24-25/1683,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Paragon Partners,PE,"Series B, Series C+",,,,https://paragonpartners.in,,SEBI AIF2; IN/AIF2/18-19/0622,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Perpetuity,Angel,"Pre-Seed, Seed",,,,https://perpetuity.co.in,,SEBI AIF1; IN/AIF1/26-27/2120,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Phi Capital,VC,"Seed, Series A",,,,https://phicapital.in,,"SEBI VCF; IN/AIF2/22-23/1056, IN/VCF/10-11/0179",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Pivot Ventures,VC,"Seed, Series A",,,,https://pivotventures.in,,"SEBI AIF1; IN/AIF1/21-22/1025, IN/AIF2/21-22/0908",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Prana Ventures,VC,"Seed, Series A",,,,https://pranaventures.in,,SEBI AIF2; IN/AIF2/26-27/2143,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Refex Capital,VC,"Seed, Series A",,,,https://refex.co.in,,SEBI AIF1; IN/AIF1/19-20/0685,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Revanta Capital,PE,"Series B, Series C+",,,,https://revantacapital.com,,SEBI AIF2; IN/AIF2/25-26/1974,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Rockstud Capital,VC,"Seed, Series A",,,,https://rockstudcap.com,,SEBI AIF1; IN/AIF1/22-23/1217,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Roots Ventures,VC,"Seed, Series A",,,,https://roots-ventures.com,,"SEBI AIF1; IN/AIF1/20-21/0815, IN/AIF1/21-22/0996, IN/AIF2/18-19/0617",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Roving Partners,VC,"Seed, Series A",,,,https://rovingpartners.com,,SEBI AIF1; IN/AIF1/25-26/2025,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Silver Needle,VC,"Seed, Series A",,,,https://silverneedle.vc,,SEBI AIF1; IN/AIF1/22-23/1106,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Sistema Asia Fund,VC,"Seed, Series A",,,,https://sistemaasiafund.com,,SEBI AIF2; IN/AIF2/18-19/0616,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Small Ticket Funding,VC,"Seed, Series A",,,,https://smallticketfunding.vc,,SEBI AIF2; IN/AIF2/24-25/1690,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Soonicorn Ventures,Angel,"Pre-Seed, Seed",,,,https://soonicornventures.com,,SEBI AIF1; IN/AIF1/23-24/1338,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Startup-O,VC,"Seed, Series A",,,,https://startup-o.com,,SEBI AIF2; IN/AIF2/22-23/1063,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
SucSEED Indovation,VC,"Seed, Series A",,,,https://sucseed.biz,,SEBI AIF1; IN/AIF1/20-21/0824,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Swishin Ventures,VC,"Seed, Series A",,,,https://swishin.vc,,SEBI AIF1; IN/AIF1/25-26/1772,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Takshil Ventures,VC,"Seed, Series A",,,,https://takshil.vc,,SEBI AIF2; IN/AIF2/24-25/1516,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Tavasya Capital,VC,"Seed, Series A",,,,https://tavasyacapital.in,,SEBI AIF1; IN/AIF1/23-24/1361,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Tenacity Ventures,VC,"Seed, Series A",,,,https://tenacity.vc,,"SEBI AIF2; IN/AIF2/21-22/0990, IN/AIF2/25-26/1996",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Thinkuvate,VC,"Seed, Series A",,,,https://thinkuvate.com,,SEBI AIF1; IN/AIF1/23-24/1465,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Tilt Capital,VC,"Seed, Series A",,,,https://tiltcap.org,,SEBI AIF2; IN/AIF2/26-27/2167,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
TransCon Capital,VC,"Seed, Series A",,,,https://transconcapital.com,,"SEBI AIF1; IN/AIF1/14-15/0127, IN/AIF2/25-26/2083",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Transition VC,Angel,"Pre-Seed, Seed",,,,https://transitionventurecapital.com,,"SEBI AIF1; IN/AIF1/23-24/1335, IN/AIF2/22-23/1174, IN/AIF2/26-27/2146",,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Tryrock Capital,VC,"Seed, Series A",,,,https://tryrock.com,,SEBI AIF1; IN/AIF1/23-24/1298,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
V-Cube Ventures,VC,"Seed, Series A",,,,https://vcube.one,,SEBI AIF2; IN/AIF2/25-26/2044,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
ValleyNXT Ventures,VC,"Seed, Series A",,,,https://valleynxtventures.com,,SEBI AIF1; IN/AIF1/25-26/1892,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Ventana Ventures,VC,"Seed, Series A",,,,https://ventanaventures.in,,SEBI AIF2; IN/AIF2/22-23/1208,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Venture Gurukool,VC,"Seed, Series A",,,,https://venturegurukool.com,,SEBI AIF1; IN/AIF1/19-20/0777,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Vincere Partners,PE,"Series B, Series C+",,,,https://vincerepartners.in,,SEBI AIF2; IN/AIF2/24-25/1577,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
W Health Ventures,VC,"Seed, Series A",,,,https://whealthventures.com,,SEBI AIF2; IN/AIF2/25-26/1793,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
White Whale,VC,"Seed, Series A",,,,https://whitewhale.in,,SEBI AIF1; IN/AIF1/21-22/0999,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
Wisdom Smith Angels,Angel,"Pre-Seed, Seed",,,,https://wisdomsmith.com,,SEBI AIF1; IN/AIF1/18-19/0557,,,,Unverified – inferred,HQ India,https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=16,E-sebi-aif,approved_high
