slug,name,company,url
"sampath-p","Sampath P","Kalaari Capital","https://vcdekho.com/investors/sampath-p"
"kiran-vasireddy","Kiran Vasireddy","Kalaari Capital","https://vcdekho.com/investors/kiran-vasireddy"
"vani-kola","Vani Kola","Kalaari Capital","https://vcdekho.com/investors/vani-kola"
"venkatesh-peddi","Venkatesh Peddi","Chiratae Ventures","https://vcdekho.com/investors/venkatesh-peddi"
"ranjith-menon","Ranjith Menon","Chiratae Ventures","https://vcdekho.com/investors/ranjith-menon"
"yash-gokhroo-cfa","Yash Gokhroo, CFA","Chiratae Ventures","https://vcdekho.com/investors/yash-gokhroo-cfa"
"aman-raj","Aman Raj","Chiratae Ventures","https://vcdekho.com/investors/aman-raj"
"anoop-n","Anoop N","Chiratae Ventures","https://vcdekho.com/investors/anoop-n"
"deepak-ramineedi","Deepak Ramineedi","WestBridge Capital","https://vcdekho.com/investors/deepak-ramineedi"
"rishit-desai","Rishit Desai","WestBridge Capital","https://vcdekho.com/investors/rishit-desai"
"anshuman-khosla","Anshuman Khosla","WestBridge Capital","https://vcdekho.com/investors/anshuman-khosla"
"shreyans-singh","Shreyans Singh","WestBridge Capital","https://vcdekho.com/investors/shreyans-singh"
"navneet-raghuram","Navneet Raghuram","WestBridge Capital","https://vcdekho.com/investors/navneet-raghuram"
"arpit-agarwal","Arpit Agarwal","Blume Ventures","https://vcdekho.com/investors/arpit-agarwal"
"vikram-gawande","Vikram Gawande","Blume Ventures","https://vcdekho.com/investors/vikram-gawande"
"joseph-sebastian","Joseph Sebastian","Blume Ventures","https://vcdekho.com/investors/joseph-sebastian"
"ashish-fafadia","Ashish Fafadia","Blume Ventures","https://vcdekho.com/investors/ashish-fafadia"
"prateek-agarwal","Prateek Agarwal","First Cheque","https://vcdekho.com/investors/prateek-agarwal"
"vaishak-p","Vaishak P","India Quotient","https://vcdekho.com/investors/vaishak-p"
"ganesh-venkataraman","Ganesh venkataraman","I cash fintech","https://vcdekho.com/investors/ganesh-venkataraman"
"yaswanth-sai","Yaswanth Sai","Yaswanth Sai","https://vcdekho.com/investors/yaswanth-sai"
"sachin-bhat","Sachin Bhat","Sachin Bhat","https://vcdekho.com/investors/sachin-bhat"
"akshat-jain","Akshat Jain","Matrix Partners","https://vcdekho.com/investors/akshat-jain"
"ujwal-sutaria","Ujwal Sutaria","TDV Partners","https://vcdekho.com/investors/ujwal-sutaria"
"utkarsh-raj","UTKARSH RAJ","Eximius Ventures","https://vcdekho.com/investors/utkarsh-raj"
"rajaganapathy-a","Rajaganapathy A","Individual Investor","https://vcdekho.com/investors/rajaganapathy-a"
"siddharth-sirigeri","Siddharth Sirigeri","Endurance Capital","https://vcdekho.com/investors/siddharth-sirigeri"
"neiharika-rajiv","Neiharika rajiv","Encubay Angel Network","https://vcdekho.com/investors/neiharika-rajiv"
"gaurav-sharma","Gaurav Sharma","Gaurav Sharma","https://vcdekho.com/investors/gaurav-sharma"
"anindya","Anindya","Hellman and Friedman","https://vcdekho.com/investors/anindya"
"satish-meena","Satish Meena","Sareyan Technologies","https://vcdekho.com/investors/satish-meena"
"varsheel-deliwala","Varsheel Deliwala","Exfinity Venture Partners","https://vcdekho.com/investors/varsheel-deliwala"
"vibhore-sharma","Vibhore Sharma","Capital 2B","https://vcdekho.com/investors/vibhore-sharma"
"avinash-singh","Avinash Singh","Campus Fund","https://vcdekho.com/investors/avinash-singh"
"sruthi-sundaram","Sruthi Sundaram","India Quotient","https://vcdekho.com/investors/sruthi-sundaram"
"kabir-sikri","Kabir Sikri","Social Alpha","https://vcdekho.com/investors/kabir-sikri"
"sanvar-oberoi","Sanvar Oberoi","Oberoi Family Office","https://vcdekho.com/investors/sanvar-oberoi"
"kamal-kumar-agarwal","Kamal Kumar Agarwal","Peaceful Progress","https://vcdekho.com/investors/kamal-kumar-agarwal"
"dinesh-singh","Dinesh Singh","Leo Capital","https://vcdekho.com/investors/dinesh-singh"
"akash-ramaiah","Akash Ramaiah","Ramaiah Capital","https://vcdekho.com/investors/akash-ramaiah"
"rohan-singh","Rohan Singh","We Founder Circle","https://vcdekho.com/investors/rohan-singh"
"vinutha-rallapalli","Vinutha Rallapalli","Innovex Capital","https://vcdekho.com/investors/vinutha-rallapalli"
"arjun-vaidya-2","Arjun Vaidya","V3 Ventures (Verlinvest)","https://vcdekho.com/investors/arjun-vaidya-2"
"ratnesh-mishra","Ratnesh Mishra","Ratnesh Mishra","https://vcdekho.com/investors/ratnesh-mishra"
"rahul-bagga","Rahul Bagga","Angel Investor","https://vcdekho.com/investors/rahul-bagga"
"kunal-suraiya","Kunal Suraiya","Tyke Technologies Private Limited","https://vcdekho.com/investors/kunal-suraiya"
"abhishek-mehta","Abhishek Mehta","Earlsfield Capital","https://vcdekho.com/investors/abhishek-mehta"
"siddesh-choudhary","Siddesh Choudhary","Accel","https://vcdekho.com/investors/siddesh-choudhary"
"lakshay-aggarwal","Lakshay Aggarwal","Eight Roads Ventures India","https://vcdekho.com/investors/lakshay-aggarwal"
"preetham","Preetham","Cactus vp","https://vcdekho.com/investors/preetham"
"noni-mittal","Noni Mittal","Goldman Sachs Growth Equity","https://vcdekho.com/investors/noni-mittal"
"anudeep-chappa","Anudeep Chappa","Endiya Partners","https://vcdekho.com/investors/anudeep-chappa"
"kanak-heda","Kanak Heda","Bharat Angels Fund","https://vcdekho.com/investors/kanak-heda"
"sahil-makkar","Sahil Makkar","India Quotient","https://vcdekho.com/investors/sahil-makkar"
"deeksha","Deeksha","Anthill Ventures","https://vcdekho.com/investors/deeksha"
"aditya-vargante","Aditya Vargante","Gemba Capital","https://vcdekho.com/investors/aditya-vargante"
"saksham-pant","Saksham Pant","Athera Venture Partners (formerly Inventus India)","https://vcdekho.com/investors/saksham-pant"
"yuvraj-wadhwa","Yuvraj Wadhwa","Accel","https://vcdekho.com/investors/yuvraj-wadhwa"
"aishwarya-gupta","Aishwarya Gupta","Anchorage Capital","https://vcdekho.com/investors/aishwarya-gupta"
"rishiraj-kalita","Rishiraj Kalita","Huddle Ventures","https://vcdekho.com/investors/rishiraj-kalita"
"karan-seth","Karan Seth","JSW Ventures","https://vcdekho.com/investors/karan-seth"
"sridhar","Sridhar","Pravega Ventures","https://vcdekho.com/investors/sridhar"
"melissa-frakman","Melissa Frakman","Emphasis Ventures (EMVC)","https://vcdekho.com/investors/melissa-frakman"
"uday-arya","Uday Arya","BlueLotus Ventures","https://vcdekho.com/investors/uday-arya"
"abhay-agarwal","Abhay Agarwal","Piper Serica Angel Fund","https://vcdekho.com/investors/abhay-agarwal"
"mandeep","Mandeep","Chiratae Ventures","https://vcdekho.com/investors/mandeep"
"arushi-maheshwari","Arushi Maheshwari","Turbostart","https://vcdekho.com/investors/arushi-maheshwari"
"zayd-muhamed","Zayd Muhamed","Upsparks Capital","https://vcdekho.com/investors/zayd-muhamed"
"abhilash-karri","Abhilash Karri","SIG","https://vcdekho.com/investors/abhilash-karri"
"anshul-sharma","Anshul Sharma","RTP Global","https://vcdekho.com/investors/anshul-sharma"
"shashank-nooka","Shashank Nooka","Yashoda Hospitals Family office","https://vcdekho.com/investors/shashank-nooka"
"ansh-pratap-singh","Ansh Pratap Singh","First Cheque","https://vcdekho.com/investors/ansh-pratap-singh"
"abhishek-sethi","Abhishek Sethi","gradCapital","https://vcdekho.com/investors/abhishek-sethi"
"v-s-venkatesh","V S Venkatesh","ViZon XpandR Healthcare Biz Consultancy","https://vcdekho.com/investors/v-s-venkatesh"
"chirag-gandhi","Chirag Gandhi","Trifecta Growth Equity","https://vcdekho.com/investors/chirag-gandhi"
"shivam-2","Shivam","Together","https://vcdekho.com/investors/shivam-2"
"dewanshu-deep","Dewanshu Deep","Cogniphy LLC","https://vcdekho.com/investors/dewanshu-deep"
"monark-moolchandani","Monark Moolchandani","Tanglin Venture Partners","https://vcdekho.com/investors/monark-moolchandani"
"manjot-pahwa","Manjot Pahwa","Lightspeed","https://vcdekho.com/investors/manjot-pahwa"
"gagan-goyal","Gagan Goyal","India Quotient","https://vcdekho.com/investors/gagan-goyal"
"aayushi-shah","Aayushi Shah","ITI Growth Opportunities","https://vcdekho.com/investors/aayushi-shah"
"vraj-mehta","Vraj Mehta","Faad Network","https://vcdekho.com/investors/vraj-mehta"
"ranopriyo-choudhury","Ranopriyo Choudhury","Growth valley","https://vcdekho.com/investors/ranopriyo-choudhury"
"gaurav-ranjn","Gaurav Ranjn","Prime Venture Partners","https://vcdekho.com/investors/gaurav-ranjn"
"aneesa-patel","Aneesa Patel","Peak Sustainability Ventures","https://vcdekho.com/investors/aneesa-patel"
"nitya-agarwal","Nitya Agarwal","3one4 Capital","https://vcdekho.com/investors/nitya-agarwal"
"parth-shah","Parth Shah","The Venture Guys","https://vcdekho.com/investors/parth-shah"
"sarthak-jain","Sarthak Jain","Faad Network","https://vcdekho.com/investors/sarthak-jain"
"utkarsh-punkhi","Utkarsh Punkhi","Innoven Capital","https://vcdekho.com/investors/utkarsh-punkhi"
"ram-kartha","Ram Kartha","Eques Capital","https://vcdekho.com/investors/ram-kartha"
"uttkarsh-poddar","Uttkarsh Poddar","Eximius Ventures","https://vcdekho.com/investors/uttkarsh-poddar"
"rohit-taneja","Rohit Taneja","Rohit Taneja","https://vcdekho.com/investors/rohit-taneja"
"vinod","Vinod","Ashvik Kapital","https://vcdekho.com/investors/vinod"
"lalit-kumar","Lalit kumar","Individual","https://vcdekho.com/investors/lalit-kumar"
"tushar-agrawal","Tushar Agrawal","Dexter Angels","https://vcdekho.com/investors/tushar-agrawal"
"sayan-ghosh","Sayan Ghosh","International Finance Corporation (IFC)","https://vcdekho.com/investors/sayan-ghosh"
"dravya-dholakia","Dravya Dholakia","DHOLAKIA VENTURES","https://vcdekho.com/investors/dravya-dholakia"
"sayan-ghosh-2","Sayan Ghosh","The Endless Network","https://vcdekho.com/investors/sayan-ghosh-2"
"varuchi-sachdev","Varuchi Sachdev","Dexter Angels","https://vcdekho.com/investors/varuchi-sachdev"
"sachin-oswal","Sachin Oswal","Originity (Origin To Eternity LLP)","https://vcdekho.com/investors/sachin-oswal"
"digvijay-madame","Digvijay Madame","Inno-Vest Advisors","https://vcdekho.com/investors/digvijay-madame"
"dhruvin","Dhruvin","Pravega Ventures","https://vcdekho.com/investors/dhruvin"
"kush-agarwal","Kush Agarwal","Individual Investor","https://vcdekho.com/investors/kush-agarwal"
"namay-kedia","Namay Kedia","Namay Kedia","https://vcdekho.com/investors/namay-kedia"
"philip-saidely","Philip Saidely","Magnivia Ventures","https://vcdekho.com/investors/philip-saidely"
"vishrutbubna77-gmail-com","vishrutbubna77@gmail.com","77 Capital","https://vcdekho.com/investors/vishrutbubna77-gmail-com"
"anuj-mehta","Anuj Mehta","Rise Capital","https://vcdekho.com/investors/anuj-mehta"
"abhishek-agrawal","Abhishek Agrawal","Titan Capital","https://vcdekho.com/investors/abhishek-agrawal"
"manish-nath","Manish Nath","Smilodon Venture Partners","https://vcdekho.com/investors/manish-nath"
"anshul-sahai","Anshul Sahai","Titan Capital","https://vcdekho.com/investors/anshul-sahai"
"sahil-ramteke","Sahil Ramteke","Fuise.in (Connecting Startups and VCs in A Minute)","https://vcdekho.com/investors/sahil-ramteke"
"yash-shah","Yash Shah","Brigade REAP","https://vcdekho.com/investors/yash-shah"
"aditya-mishra","Aditya Mishra","GetFunded","https://vcdekho.com/investors/aditya-mishra"
"rajesh-ranjan","Rajesh Ranjan","O2 Angel Network LLP","https://vcdekho.com/investors/rajesh-ranjan"
"nikhil-sethia","Nikhil Sethia","Beej Network","https://vcdekho.com/investors/nikhil-sethia"
"chinmay-marulkar","Chinmay Marulkar","BLinC Invest","https://vcdekho.com/investors/chinmay-marulkar"
"sweta-sureka","Sweta Sureka","AltInvest1","https://vcdekho.com/investors/sweta-sureka"
"naveena","Naveena","Multiply Ventures","https://vcdekho.com/investors/naveena"
"kashish-sharma","Kashish Sharma","Cloud Capital","https://vcdekho.com/investors/kashish-sharma"
"pranav-ambwani","Pranav Ambwani","Long Tail Ventures","https://vcdekho.com/investors/pranav-ambwani"
"pooja-agarwal","Pooja Agarwal","Rajsha chemicals Pvt Ltd","https://vcdekho.com/investors/pooja-agarwal"
"sunilkumar-singhvi","SunilKumar Singhvi","Singhvi Heritage LLP / JITO Angel Network","https://vcdekho.com/investors/sunilkumar-singhvi"
"skumr","Skumr","Skumar","https://vcdekho.com/investors/skumr"
"samyak-jain","Samyak Jain","Ecosystem Ventures","https://vcdekho.com/investors/samyak-jain"
"karandeep-goyal","Karandeep Goyal","Sprout Venture Partners","https://vcdekho.com/investors/karandeep-goyal"
"sajith-pai","Sajith Pai","Blume Ventures","https://vcdekho.com/investors/sajith-pai"
"pranav-varma","Pranav Varma","Caspian Equity","https://vcdekho.com/investors/pranav-varma"
"karthik-varada","Karthik Varada","Beyond Next Ventures","https://vcdekho.com/investors/karthik-varada"
"himanshu-jain","Himanshu Jain","Vertex Ventures","https://vcdekho.com/investors/himanshu-jain"
"mredul-sarda","Mredul Sarda","Individual","https://vcdekho.com/investors/mredul-sarda"
"zareer-shroff","Zareer Shroff","Mayfield India","https://vcdekho.com/investors/zareer-shroff"
"bhavin-s-bhagat","Bhavin S Bhagat","IndiaBiz","https://vcdekho.com/investors/bhavin-s-bhagat"
"pratim","Pratim","SenseAI Ventures","https://vcdekho.com/investors/pratim"
"dhruv-ranjan","Dhruv Ranjan","Anicut Capital","https://vcdekho.com/investors/dhruv-ranjan"
"arun-raghavan","Arun Raghavan","Arali Ventures","https://vcdekho.com/investors/arun-raghavan"
"shashank-randev-2","Shashank Randev","100X VC","https://vcdekho.com/investors/shashank-randev-2"
"cio","CIO","Randev Ventures","https://vcdekho.com/investors/cio"
"vivek-gour","Vivek Gour","Starfish Growth Partners","https://vcdekho.com/investors/vivek-gour"
"poorna","Poorna","Abyro Capital","https://vcdekho.com/investors/poorna"
"pankaj-tawale","Pankaj Tawale","Sparrow Capital","https://vcdekho.com/investors/pankaj-tawale"
"sarosh-ghadiali","SAROSH GHADIALI","RPG VENTURES","https://vcdekho.com/investors/sarosh-ghadiali"
"mayank-joshi","Mayank Joshi","Individual","https://vcdekho.com/investors/mayank-joshi"
"jatin-karani","Jatin Karani","Samarthya Investment Advisors","https://vcdekho.com/investors/jatin-karani"
"karan-goshar","Karan Goshar","Samarthya Investment Advisors","https://vcdekho.com/investors/karan-goshar"
"santosh-kumar","Santosh Kumar","Citi Strategic FinTech Investments","https://vcdekho.com/investors/santosh-kumar"
"abhishek-sureka","Abhishek Sureka","Investor","https://vcdekho.com/investors/abhishek-sureka"
"karan-gala","Karan Gala","LC Nueva","https://vcdekho.com/investors/karan-gala"
"abhimanyu-rathi","Abhimanyu Rathi","build3","https://vcdekho.com/investors/abhimanyu-rathi"
"piyush-sharma","Piyush Sharma","3one4 Capital","https://vcdekho.com/investors/piyush-sharma"
"royston","Royston","White Venture Capital","https://vcdekho.com/investors/royston"
"utpal-doshi","Utpal Doshi","Individual","https://vcdekho.com/investors/utpal-doshi"
"pulkit-dak","Pulkit Dak","Pavestone VC","https://vcdekho.com/investors/pulkit-dak"
"arjun","Arjun","Individual","https://vcdekho.com/investors/arjun"
"nitin-lahoti","Nitin Lahoti","Summit Works","https://vcdekho.com/investors/nitin-lahoti"
"prem-sagar","Prem Sagar","Piper Serica Angel Fund","https://vcdekho.com/investors/prem-sagar"
"abhishek-rathi","Abhishek Rathi","Kira Studio","https://vcdekho.com/investors/abhishek-rathi"
"shailendra-singh","Shailendra Singh","Sequoia (India) / Peak XV","https://vcdekho.com/investors/shailendra-singh"
"abhishek-mohan","Abhishek Mohan","Sequoia (India) / Peak XV","https://vcdekho.com/investors/abhishek-mohan"
"pearl-agarwal","Pearl Agarwal","Eximus Ventures","https://vcdekho.com/investors/pearl-agarwal"
"preeti-nellore-sampat","Preeti Nellore Sampat","Eximus Ventures","https://vcdekho.com/investors/preeti-nellore-sampat"
"rick-gerson","Rick Gerson","Alpha Wave Global","https://vcdekho.com/investors/rick-gerson"
"navroz-d-udwadia","Navroz D. Udwadia","Alpha Wave Global","https://vcdekho.com/investors/navroz-d-udwadia"
"sandeep-sinha","Sandeep Sinha","Lumis Partners","https://vcdekho.com/investors/sandeep-sinha"
"rohit-bhayana","Rohit Bhayana","Lumis Partners","https://vcdekho.com/investors/rohit-bhayana"
"vinod-murali","Vinod Murali","Alteria Capital","https://vcdekho.com/investors/vinod-murali"
"punit-shah","Punit Shah","Alteria Capital","https://vcdekho.com/investors/punit-shah"
"amitabh-shrivastava","Amitabh Shrivastava","July Ventures","https://vcdekho.com/investors/amitabh-shrivastava"
"mv-subramanian","MV Subramanian","July Ventures","https://vcdekho.com/investors/mv-subramanian"
"arun-tadanki","Arun Tadanki","Waveform Ventures","https://vcdekho.com/investors/arun-tadanki"
"sailesh-tulshan","Sailesh Tulshan","Xeed Ventures","https://vcdekho.com/investors/sailesh-tulshan"
"shruti-jain","Shruti Jain","Xeed Ventures","https://vcdekho.com/investors/shruti-jain"
"jeff-crowe","Jeff Crowe","Norwest Venture Partners","https://vcdekho.com/investors/jeff-crowe"
"jon-kossow","Jon Kossow","Norwest Venture Partners","https://vcdekho.com/investors/jon-kossow"
"deepak-i-shahdadpuri","Deepak I. Shahdadpuri","DSG Consumer Partners","https://vcdekho.com/investors/deepak-i-shahdadpuri"
"manu-rikhye","Manu Rikhye","Merak Ventures","https://vcdekho.com/investors/manu-rikhye"
"sheetal-bahl","Sheetal Bahl","Merak Ventures","https://vcdekho.com/investors/sheetal-bahl"
"priya-shah","Priya Shah","Theia Ventures","https://vcdekho.com/investors/priya-shah"
"piyush-mathur","Piyush Mathur","Theia Ventures","https://vcdekho.com/investors/piyush-mathur"
"rajat-kedia","Rajat Kedia","Manjushree Ventures","https://vcdekho.com/investors/rajat-kedia"
"ankit-kedia","Ankit Kedia","Manjushree Ventures","https://vcdekho.com/investors/ankit-kedia"
"alex-theuma","Alex Theuma","BackFuture","https://vcdekho.com/investors/alex-theuma"
"kenneth-k-thomas","Kenneth K Thomas","BackFuture","https://vcdekho.com/investors/kenneth-k-thomas"
"amrit-rao","Amrit Rao","Village Global","https://vcdekho.com/investors/amrit-rao"
"anne-dwane","Anne Dwane","Village Global","https://vcdekho.com/investors/anne-dwane"
"arjun-malhotra","Arjun Malhotra","Investopad","https://vcdekho.com/investors/arjun-malhotra"
"rohan-malhotra","Rohan Malhotra","Investopad","https://vcdekho.com/investors/rohan-malhotra"
"p-l-erik-sj-til","Pål Erik Sjåtil","Lightrock","https://vcdekho.com/investors/p-l-erik-sj-til"
"ahmad-el-jurdi","Ahmad El Jurdi","Lightrock","https://vcdekho.com/investors/ahmad-el-jurdi"
"arvind-agarwal","Arvind Agarwal","C4D Partners","https://vcdekho.com/investors/arvind-agarwal"
"gaurav-gupta","Gaurav Gupta","C4D Partners","https://vcdekho.com/investors/gaurav-gupta"
"ahmad-radaideh","Ahmad Radaideh","Beyond Capital Ventures","https://vcdekho.com/investors/ahmad-radaideh"
"sharaf-saleh","Sharaf Saleh","Beyond Capital Ventures","https://vcdekho.com/investors/sharaf-saleh"
"chamath-palihapitiya","Chamath Palihapitiya","Social Capital","https://vcdekho.com/investors/chamath-palihapitiya"
"ashish-dhawan","Ashish Dhawan","ChrysCapital","https://vcdekho.com/investors/ashish-dhawan"
"kunal-shroff","Kunal Shroff","ChrysCapital","https://vcdekho.com/investors/kunal-shroff"
"teruhide-sato","Teruhide Sato","BEENEXT","https://vcdekho.com/investors/teruhide-sato"
"dirk-van-quaquebeke","Dirk Van Quaquebeke","BEENEXT","https://vcdekho.com/investors/dirk-van-quaquebeke"
"kee-lock-chua","Kee Lock CHUA","Vertex Ventures SE Asia & India","https://vcdekho.com/investors/kee-lock-chua"
"joo-hock-chua","Joo Hock CHUA","Vertex Ventures SE Asia & India","https://vcdekho.com/investors/joo-hock-chua"
"alex-iskold","Alex Iskold","2048 Ventures","https://vcdekho.com/investors/alex-iskold"
"zann-ali","Zann Ali","2048 Ventures","https://vcdekho.com/investors/zann-ali"
"eric-brachfeld","Eric Brachfeld","M Venture Partners (MVP)","https://vcdekho.com/investors/eric-brachfeld"
"jared-carmel","Jared Carmel","M Venture Partners (MVP)","https://vcdekho.com/investors/jared-carmel"
"peng-t-ong","Peng T. Ong","Monk's Hill Venture","https://vcdekho.com/investors/peng-t-ong"
"kuo-yi-lim","Kuo-Yi Lim","Monk's Hill Venture","https://vcdekho.com/investors/kuo-yi-lim"
"jenny-fielding","Jenny Fielding","Everywhere Ventures","https://vcdekho.com/investors/jenny-fielding"
"scott-hartley","Scott Hartley","Everywhere Ventures","https://vcdekho.com/investors/scott-hartley"
"vinay-bansal","Vinay Bansal","Inflection Point Ventures","https://vcdekho.com/investors/vinay-bansal"
"ankur-mittal","Ankur Mittal","Inflection Point Ventures","https://vcdekho.com/investors/ankur-mittal"
"vishal-nevatia","Vishal Nevatia","True North","https://vcdekho.com/investors/vishal-nevatia"
"srikrishna-dwaram","Srikrishna Dwaram","True North","https://vcdekho.com/investors/srikrishna-dwaram"
"jacqueline-novogratz","Jacqueline Novogratz","Acumen","https://vcdekho.com/investors/jacqueline-novogratz"
"monica-brand-engel","Monica Brand Engel","Quona Capital","https://vcdekho.com/investors/monica-brand-engel"
"jonathan-whittle","Jonathan Whittle","Quona Capital","https://vcdekho.com/investors/jonathan-whittle"
"tilman-ehrbeck","Tilman Ehrbeck","Flourish Ventures","https://vcdekho.com/investors/tilman-ehrbeck"
"alice-bentinck","Alice Bentinck","Entrepreneur First","https://vcdekho.com/investors/alice-bentinck"
"matt-clifford","Matt Clifford","Entrepreneur First","https://vcdekho.com/investors/matt-clifford"
"magnus-grimeland","Magnus Grimeland","Antler","https://vcdekho.com/investors/magnus-grimeland"
"fady-abdel-nour","Fady Abdel-Nour","Antler","https://vcdekho.com/investors/fady-abdel-nour"
"sean-o-sullivan","Sean O'Sullivan","SOSV","https://vcdekho.com/investors/sean-o-sullivan"
"cyril-ebersweiler","Cyril Ebersweiler","SOSV","https://vcdekho.com/investors/cyril-ebersweiler"
"shane-chesson","Shane Chesson","Openspace Ventures","https://vcdekho.com/investors/shane-chesson"
"hian-goh","Hian Goh","Openspace Ventures","https://vcdekho.com/investors/hian-goh"
"vinnie-lauria","Vinnie Lauria","Golden Gate Ventures","https://vcdekho.com/investors/vinnie-lauria"
"jeffrey-paine","Jeffrey Paine","Golden Gate Ventures","https://vcdekho.com/investors/jeffrey-paine"
"bryan-yeo","Bryan Yeo","GIC Private Limited","https://vcdekho.com/investors/bryan-yeo"
"lim-chow-kiat","Lim Chow Kiat","GIC Private Limited","https://vcdekho.com/investors/lim-chow-kiat"
"eric-mogelof","Eric Mogelof","KKR","https://vcdekho.com/investors/eric-mogelof"
"james-brocklebank","James Brocklebank","Advent International","https://vcdekho.com/investors/james-brocklebank"
"peter-brooke","Peter Brooke","Advent International","https://vcdekho.com/investors/peter-brooke"
"frank-ehmer","Frank Ehmer","Apax Partners","https://vcdekho.com/investors/frank-ehmer"
"nedu-ottih","Nedu Ottih","Apax Partners","https://vcdekho.com/investors/nedu-ottih"
"quinn-li","Quinn Li","Qualcomm Ventures","https://vcdekho.com/investors/quinn-li"
"rama-bethmangalkar","Rama Bethmangalkar","Qualcomm Ventures","https://vcdekho.com/investors/rama-bethmangalkar"
"anthony-lin","Anthony Lin","Intel Capital","https://vcdekho.com/investors/anthony-lin"
"andy-fligel","Andy Fligel","Intel Capital","https://vcdekho.com/investors/andy-fligel"
"michelle-gonzalez","Michelle Gonzalez","M12","https://vcdekho.com/investors/michelle-gonzalez"
"darian-shirazi","Darian Shirazi","Gradient Ventures","https://vcdekho.com/investors/darian-shirazi"
"zach-bratun-glennon","Zach Bratun-Glennon","Gradient Ventures","https://vcdekho.com/investors/zach-bratun-glennon"
"lak-ananth","Lak Ananth","next47","https://vcdekho.com/investors/lak-ananth"
"matthew-cowan","Matthew Cowan","next47","https://vcdekho.com/investors/matthew-cowan"
"amit-chaturvedy","Amit Chaturvedy","SE Ventures","https://vcdekho.com/investors/amit-chaturvedy"
"varun-jain","Varun Jain","SE Ventures","https://vcdekho.com/investors/varun-jain"
"bill-gates","Bill Gates","Breakthrough Energy Ventures","https://vcdekho.com/investors/bill-gates"
"chris-sacca","Chris Sacca","Lowercarbon Capital","https://vcdekho.com/investors/chris-sacca"
"crystal-sacca","Crystal Sacca","Lowercarbon Capital","https://vcdekho.com/investors/crystal-sacca"
"abe-yokell","Abe Yokell","Congruent Ventures","https://vcdekho.com/investors/abe-yokell"
"joshua-posamentier","Joshua Posamentier","Congruent Ventures","https://vcdekho.com/investors/joshua-posamentier"
"nigel-morris","Nigel Morris","QED Investors","https://vcdekho.com/investors/nigel-morris"
"frank-rotman","Frank Rotman","QED Investors","https://vcdekho.com/investors/frank-rotman"
"christoph-janz","Christoph Janz","Point Nine Capital","https://vcdekho.com/investors/christoph-janz"
"louis-coppey","Louis Coppey","Point Nine Capital","https://vcdekho.com/investors/louis-coppey"
"saul-klein","Saul Klein","LocalGlobe","https://vcdekho.com/investors/saul-klein"
"robin-klein","Robin Klein","LocalGlobe","https://vcdekho.com/investors/robin-klein"
"reshma-sohoni","Reshma Sohoni","Seedcamp","https://vcdekho.com/investors/reshma-sohoni"
"carlos-eduardo-espinal","Carlos Eduardo Espinal","Seedcamp","https://vcdekho.com/investors/carlos-eduardo-espinal"
"dan-morehead","Dan Morehead","Pantera Capital","https://vcdekho.com/investors/dan-morehead"
"paul-veradittakit","Paul Veradittakit","Pantera Capital","https://vcdekho.com/investors/paul-veradittakit"
"matt-huang","Matt Huang","Paradigm","https://vcdekho.com/investors/matt-huang"
"alana-palmedo","Alana Palmedo","Paradigm","https://vcdekho.com/investors/alana-palmedo"
"sunil-kant-munjal","Sunil Kant Munjal","Hero Enterprise","https://vcdekho.com/investors/sunil-kant-munjal"
"sanjiv-bajaj","Sanjiv Bajaj","Bajaj Labs / Bajaj Finserv Ventures","https://vcdekho.com/investors/sanjiv-bajaj"
"tushar-jain","Tushar Jain","Multicoin Capital","https://vcdekho.com/investors/tushar-jain"
"spencer-applebaum","Spencer Applebaum","Multicoin Capital","https://vcdekho.com/investors/spencer-applebaum"
"g-v-prasad","G V Prasad","Dr Reddy's Ventures","https://vcdekho.com/investors/g-v-prasad"
"satish-reddy","Satish Reddy","Dr Reddy's Ventures","https://vcdekho.com/investors/satish-reddy"
"desh-bandhu-gupta","Desh Bandhu Gupta","Lupin Digital Health Ventures","https://vcdekho.com/investors/desh-bandhu-gupta"
"nc-nigam","NC Nigam","FITT IIT Delhi","https://vcdekho.com/investors/nc-nigam"
"ak-sengupta","AK Sengupta","FITT IIT Delhi","https://vcdekho.com/investors/ak-sengupta"
"vani-kola-2","Vani Kola","TiE Bangalore Angels","https://vcdekho.com/investors/vani-kola-2"
"ankita-vashistha","Ankita Vashistha","TiE Bangalore Angels","https://vcdekho.com/investors/ankita-vashistha"
"srini-raju","Srini Raju","TiE Hyderabad Angels","https://vcdekho.com/investors/srini-raju"
"subho-ray","Subho Ray","IAMAI Angel Network","https://vcdekho.com/investors/subho-ray"
"gaurav-chopra","Gaurav Chopra","IAMAI Angel Network","https://vcdekho.com/investors/gaurav-chopra"
"dr-mohamed-adil-a-a","Dr. Mohamed Adil A.A","Bangalore Bioinnovation Centre Angels / BBC","https://vcdekho.com/investors/dr-mohamed-adil-a-a"
"rahul-sharanappa-sankanur-ias","Rahul Sharanappa Sankanur, IAS","Bangalore Bioinnovation Centre Angels / BBC","https://vcdekho.com/investors/rahul-sharanappa-sankanur-ias"
"s-viswanatha-prasad","S. Viswanatha Prasad","Caspian Impact Investments","https://vcdekho.com/investors/s-viswanatha-prasad"
